Serial No,Name,Description,Stars,Forks,Last Commit,Repository URL
183,Parallel-AES-Algorithm-using-CUDA,This project parallelized the process of AES encryption with CUDA. We can enhance the overall speedup to 3 times than the original serial version.,13,9,2018-01-30T02:51:28Z,https://github.com/allenlee820202/Parallel-AES-Algorithm-using-CUDA
184,deepspeech,DeepSpeech neon implementation,222,69,2023-01-03T22:54:04Z,https://github.com/NervanaSystems/deepspeech
185,Parallel-Point-Cloud-Registration,15-618 Project,32,16,2017-01-08T02:24:20Z,https://github.com/HanzhouLu/Parallel-Point-Cloud-Registration
186,CUDA-image-processing,,14,4,2018-02-13T16:56:15Z,https://github.com/rpgolshan/CUDA-image-processing
187,cublasHgemm-P100,Code for testing the native float16 matrix multiplication performance on Tesla P100 and V100 GPU based on cublasHgemm,35,12,2019-08-20T20:04:39Z,https://github.com/hma02/cublasHgemm-P100
188,ptnbhwd,Perspective Transformer Layer,18,7,2016-11-28T04:50:28Z,https://github.com/xcyan/ptnbhwd
189,cuStinger,This repository contains the cuStinger data structure used for dynamic graph representation.,17,10,2019-01-11T23:17:36Z,https://github.com/cuStinger/cuStinger
190,cudabmk,Source for Demystifying GPU Microarchitecture through Microbenchmarking,14,3,2023-05-29T05:20:02Z,https://github.com/spthm/cudabmk
191,Dark-Channel-Haze-Removal-with-CUDA,Dark channel Haze removal algorithm with CUDA acceleration (typically 10x or more speedup using a Nvidia GPU),14,3,2017-12-07T15:25:10Z,https://github.com/TomHeaven/Dark-Channel-Haze-Removal-with-CUDA
192,knn_cuda,Fast K-Nearest Neighbor search with GPU,140,25,2017-09-07T14:39:19Z,https://github.com/chrischoy/knn_cuda
193,EPPM,"CUDA implementation of the paper ""Fast Edge-Preserving PatchMatch for Large Displacement Optical Flow"" in CVPR 2014.",37,11,2016-12-15T02:27:35Z,https://github.com/linchaobao/EPPM
194,Multi-scale-CNN-Dehazing,"Single Image Dehazing via Multi-scale Convolutional Neural Networks, ECCV 2016",28,11,2018-01-21T07:28:21Z,https://github.com/rwenqi/Multi-scale-CNN-Dehazing
195,GPU-Computing-For-Finance,Repository for GPU Computing for Finance,14,8,2018-06-02T16:18:00Z,https://github.com/gengler1123/GPU-Computing-For-Finance
196,one_stencil,Multiple 1-stencil implementations using nvidia cuda.,11,3,2017-12-02T17:04:46Z,https://github.com/MatanHamilis/one_stencil
197,Photops,CUDA based parallel Image processing tool,19,3,2017-01-11T10:49:48Z,https://github.com/ShivayaDevs/Photops
198,NvPipe,NVIDIA-accelerated zero latency video compression library for interactive remoting applications,384,99,2020-06-03T11:07:01Z,https://github.com/NVIDIA/NvPipe
199,bnn.torch,,11,4,2017-08-22T10:22:04Z,https://github.com/1adrianb/bnn.torch
200,warp-ctc,Pytorch Bindings for warp-ctc,751,275,2023-07-02T07:31:58Z,https://github.com/SeanNaren/warp-ctc
201,cuda-noise,Library of common noise functions for CUDA kernels,32,6,2022-11-19T21:36:43Z,https://github.com/covexp/cuda-noise
202,phasefield-precipitate-aging,Phase field model for precipitate aging in ternary analogues to Ni-based superalloys,29,10,2020-12-16T16:45:31Z,https://github.com/usnistgov/phasefield-precipitate-aging
203,baidu-allreduce,,541,114,2018-04-06T05:29:59Z,https://github.com/baidu-research/baidu-allreduce
204,PSE,Positively Split Ewald,19,6,2020-12-03T16:35:01Z,https://github.com/stochasticHydroTools/PSE
205,Cuda-Opengl-LBM,Lattice-Botlzmann fluid simulator using CUDA and OpenGL,21,6,2017-02-26T21:11:47Z,https://github.com/Toms42/Cuda-Opengl-LBM
206,CUDA-LBM-simulator,This is a Lattice-Boltzmann simulation using CUDA GPU graphics optimization.,20,7,2017-02-25T01:54:58Z,https://github.com/henryfriedlander/CUDA-LBM-simulator
207,cublasgemm-benchmark,code for benchmarking GPU performance based on cublasSgemm and cublasHgemm,19,16,2022-05-20T20:51:57Z,https://github.com/hma02/cublasgemm-benchmark
208,G-IDW,Parallel GPU Inverse Distance Weighting,16,6,2017-12-05T17:36:04Z,https://github.com/MarioRuggieri/G-IDW
209,pascal-training,"Teaching materials, slides and exercises, for the GPU & CUDA training in 2017",13,3,2017-03-01T15:07:47Z,https://github.com/eth-cscs/pascal-training
210,Vehicle-Routing-Problem-GPU-CUDA,This repo contains a source code in Python as well CUDA for VRP,12,12,2023-06-16T20:39:42Z,https://github.com/prasadp4009/Vehicle-Routing-Problem-GPU-CUDA
211,CUDA,Introduction to CUDA programming,101,24,2017-05-19T11:50:24Z,https://github.com/csc-training/CUDA
212,ploc,Parallel Locally-Ordered Clustering for Bounding Volume Hierarchy Construction,26,9,2018-02-05T09:05:27Z,https://github.com/meistdan/ploc
213,cuda_scheduling_examiner_mirror,A tool for examining GPU scheduling behavior.,57,18,2023-10-24T17:00:14Z,https://github.com/yalue/cuda_scheduling_examiner_mirror
214,libgiddy,Giddy - A lightweight GPU decompression library,40,9,2019-07-09T19:02:51Z,https://github.com/eyalroz/libgiddy
215,cuda-gpu-tlb,TLB Benchmarks,28,9,2017-09-11T15:12:02Z,https://github.com/gcoe-dresden/cuda-gpu-tlb
216,examples,Example codes appears in lectures,23,5,2022-01-11T18:51:39Z,https://github.com/dlsys-course/examples
217,cutorch_hip,,14,1,2019-03-21T22:45:26Z,https://github.com/rocmarchive/cutorch_hip
218,theano-roi-align,An implementation of the RoiAlign operation for Theano,11,2,2018-05-27T10:39:32Z,https://github.com/Ignotus/theano-roi-align
219,TemporalConvolutionTBC,,14,2,2017-05-12T17:20:32Z,https://github.com/gchanan/TemporalConvolutionTBC
220,lbm,"Lattice Boltzmann Reference Code: serial, CUDA, and OCCA versions",12,3,2022-10-24T21:42:36Z,https://github.com/tcew/lbm
221,418-RAD,Final Project for 15-418,11,15,2017-05-13T03:29:23Z,https://github.com/xankuroi/418-RAD
222,CUDA-CNN,Implementation of a simple CNN using CUDA,54,19,2017-05-02T04:38:39Z,https://github.com/paramhanji/CUDA-CNN
223,udacity-IntroToParallelProgramming,CS344 - Introduction To Parallel Programming course (Udacity) proposed solutions,47,21,2017-07-23T16:11:20Z,https://github.com/nickspell/udacity-IntroToParallelProgramming
224,hornetsnest,High-Performance Streaming Graph Analytics on GPUs ,30,15,2019-01-28T20:58:57Z,https://github.com/hornet-gt/hornetsnest
225,gpuqt,A CUDA-implementation of linear-scaling quantum transport methods,22,11,2023-09-28T18:52:00Z,https://github.com/brucefan1983/gpuqt
226,TSP-GPU,Solving the Travelers Salesman Problem using GPU ( Cuda ) using ANT and GA  algorithms,13,7,2017-12-17T19:46:41Z,https://github.com/rachitmehrotra1/TSP-GPU
227,libgdf,[ARCHIVED] C GPU DataFrame Library,139,43,2018-11-06T14:16:46Z,https://github.com/rapidsai/libgdf
228,espresso,Efficient forward propagation for BCNNs,49,15,2017-06-12T20:10:41Z,https://github.com/fpeder/espresso
229,gpu-radix-sort,CUDA implementation of parallel radix sort using Blelloch scan,47,12,2018-03-08T03:31:35Z,https://github.com/mark-poscablo/gpu-radix-sort
230,WIN,Learning Pixel-Distribution Prior with Wider Convolution for Image Denoising,32,11,2017-08-23T22:59:11Z,https://github.com/cswin/WIN
231,supervised-deep-sparse-coding-networks,supervised deep sparse coding networks,30,12,2017-06-10T23:09:04Z,https://github.com/XiaoxiaSun/supervised-deep-sparse-coding-networks
232,BEGPUThinning,,26,10,2020-08-14T21:17:22Z,https://github.com/mwagner9/BEGPUThinning
233,gpu-prefix-sum,CUDA implementation of exclusive prefix sum via Blelloch's algorithm,21,11,2017-07-19T18:58:06Z,https://github.com/mark-poscablo/gpu-prefix-sum
234,ComputeStuff,MIT-licensed stand-alone CUDA utility functions.,15,2,2020-07-03T13:30:37Z,https://github.com/cdyk/ComputeStuff
235,kmeans,kmeans clustering with multi-GPU capabilities,112,34,2023-04-18T15:57:23Z,https://github.com/NVIDIA/kmeans
236,nsparse,Sparse matrix computation library for GPU,52,11,2020-07-12T00:39:00Z,https://github.com/EBD-CREST/nsparse
237,crfrnn_layer,A Lasagne layer (and supporting Theano Ops) for the CRF-as-RNN layer.,49,13,2020-11-18T04:16:16Z,https://github.com/HapeMask/crfrnn_layer
238,cuNVSM,Neural Vector Space Models,49,8,2018-10-30T21:16:31Z,https://github.com/cvangysel/cuNVSM
239,NCCL,Windows version of NVIDIA's NCCL ('Nickel') for multi-GPU training - please use https://github.com/NVIDIA/nccl for changes.,40,13,2023-12-08T02:02:46Z,https://github.com/MyCaffe/NCCL
240,matconvnet-dermoscopy,DermaKNet: Incorporating the knowledge of dermatologists to Convolutional Neural Networks for skin lesion diagnosis.,37,21,2021-11-23T14:53:19Z,https://github.com/igondia/matconvnet-dermoscopy
241,gpu-sum-reduction,CUDA implementation of the fundamental sum reduce operation. Aims to be as optimized as reasonable.,28,10,2017-07-19T19:05:20Z,https://github.com/mark-poscablo/gpu-sum-reduction
242,libmp,Simple message passing library,20,6,2018-08-28T14:48:44Z,https://github.com/gpudirect/libmp
243,DukeMTMC-reID_baseline,DukeMTMC-reID_baseline (Matlab),18,10,2017-08-08T00:46:51Z,https://github.com/layumi/DukeMTMC-reID_baseline
244,pyculib_sorting,Sorting libraries for pyculib,14,7,2018-08-22T09:51:56Z,https://github.com/numba/pyculib_sorting
245,DepthwiseConvolution,A personal depthwise convolution layer implementation on caffe by liuhao.(only GPU),525,185,2021-05-21T06:54:58Z,https://github.com/yonghenglh6/DepthwiseConvolution
246,nnabla-ext-cuda,A CUDA Extension of Neural Network Libraries,90,34,2023-12-06T09:27:42Z,https://github.com/sony/nnabla-ext-cuda
247,cub,,17,13,2017-07-31T16:51:30Z,https://github.com/dmlc/cub
248,Pedestrian_Alignment,TCSVT2018 Pedestrian Alignment Network for Large-scale Person Re-identification,234,67,2021-07-21T03:21:16Z,https://github.com/layumi/Pedestrian_Alignment
249,Removing_Rain,Removing Rain from Single Images via a Deep Detail Network,25,4,2017-07-05T01:19:33Z,https://github.com/XMU-smartdsp/Removing_Rain
250,Person-reID_GAN,ICCV2017 Unlabeled Samples Generated by GAN Improve the Person Re-identification Baseline in vitro,319,93,2021-06-29T10:21:55Z,https://github.com/layumi/Person-reID_GAN
251,GPUMD,Graphics Processing Units Molecular Dynamics,261,98,2023-12-23T03:20:27Z,https://github.com/brucefan1983/GPUMD
252,ADNet,Action-Decision Networks for Visual Tracking with Deep Reinforcement Learning (CVPR 2017),98,40,2019-01-08T02:35:50Z,https://github.com/hellbell/ADNet
253,Top-K,A way to use cuda to accelerate top k algorithm,26,7,2017-07-11T08:58:00Z,https://github.com/yuxianzhi/Top-K
254,DUGMA,DUGMA: Dynamic Uncertainty-Based Gaussian Mixture Alignment,14,5,2023-07-28T12:37:10Z,https://github.com/Canpu999/DUGMA
255,GPU-Distance-Driven-projection-backprojection,,14,6,2018-05-18T03:58:40Z,https://github.com/RuiLiu1217/GPU-Distance-Driven-projection-backprojection
256,pipcudemo,An example project showing how to build a pip-installable Python package that invokes custom CUDA/C++ code,11,2,2017-07-12T15:21:35Z,https://github.com/apryor6/pipcudemo
257,deformable-convolution-pytorch,PyTorch implementation of Deformable Convolution,408,54,2019-02-17T06:07:11Z,https://github.com/1zb/deformable-convolution-pytorch
258,mutual_information_cuda,calculate mutual information and mattes mutual information in CUDA,17,4,2017-08-17T13:04:18Z,https://github.com/yge58/mutual_information_cuda
259,DDSH-TIP2018,"source code for paper ""Deep Discrete Supervised Hashing""",15,4,2020-08-21T04:01:48Z,https://github.com/jiangqy/DDSH-TIP2018
260,SENet,Squeeze-and-Excitation Networks,3238,830,2019-02-25T08:41:20Z,https://github.com/hujie-frank/SENet
261,nccl-tests,NCCL Tests,570,180,2023-12-20T20:34:22Z,https://github.com/NVIDIA/nccl-tests
262,gpgpu-sim_simulations,"A repository that compliments gpgpu-sim, providing automated regression scripts, simulation launching utilities and the code + arguments for simulations that complete in a reasonable amount of time on GPGPU-Sim.",49,57,2020-08-22T20:18:28Z,https://github.com/gpgpu-sim/gpgpu-sim_simulations
263,heterosync,HeteroSync is a benchmark suite for performing fine-grained synchronization on tightly coupled GPUs,20,6,2023-06-28T17:57:48Z,https://github.com/mattsinc/heterosync
264,cuQRTM,"cuQRTM is a CUDA-based code package that implements Q-RTMs based on a set of stable and efficient strategies, such as streamed CUFFT, checkpointing-assisted time-reversal reconstruction (CATRC) and adaptive stabilization.",13,12,2018-06-06T09:25:14Z,https://github.com/yufengwa/cuQRTM
265,Bilateral-Filter-CUDA,C++/CUDA code to perform bilateral filtering on OpenCV Mat inputs,13,6,2017-08-15T14:41:07Z,https://github.com/aashikgowda/Bilateral-Filter-CUDA
266,GPU_Overlap-and-save_convolution,Shared memory overlap-and-save method for NVIDIA GPUs using CUDA,12,6,2022-11-11T15:33:56Z,https://github.com/KAdamek/GPU_Overlap-and-save_convolution
267,CUDA-DSP,"usrp stream program, single channel dsp with CUDA, single channel dsp without CUDA (for comparison)",13,8,2017-08-31T20:12:17Z,https://github.com/rumbonium/CUDA-DSP
268,pytorch_knn_cuda,K-Nearest Neighbor in Pytorch,66,21,2019-11-02T09:11:09Z,https://github.com/chrischoy/pytorch_knn_cuda
269,An_Introduction_to_GPU_Programming,"This is the code for ""An introduction to GPU Programming with CUDA"" by Siraj Raval on Youtube",62,21,2017-09-15T16:28:10Z,https://github.com/llSourcell/An_Introduction_to_GPU_Programming
270,k-means,"Code accompanying my blog post on k-means in Python, C++ and CUDA",58,20,2017-09-19T22:10:22Z,https://github.com/goldsborough/k-means
271,xgboost-node,Run XGBoost model and make predictions in Node.js,36,8,2017-10-30T04:06:24Z,https://github.com/nuanio/xgboost-node
272,CCL,The implementation of algorithm Parallel graph component labelling with GPUs and CUDA.,15,1,2018-04-27T10:02:07Z,https://github.com/zhangxiaoya/CCL
273,warpdrive,,13,6,2022-04-26T10:25:20Z,https://github.com/sleeepyjack/warpdrive
274,AMGX,Distributed multigrid linear solver library on GPU,424,132,2023-12-12T09:21:00Z,https://github.com/NVIDIA/AMGX
275,MPN-COV,"@ICCV2017: For exploiting second-order statistics, we propose Matrix Power Normalized Covariance pooling (MPN-COV) ConvNets, different from and outperforming those using global average pooling.",73,27,2019-01-18T07:52:57Z,https://github.com/jiangtaoxie/MPN-COV
276,vicsek-model-3D,This repo simulates some particle systems using openGL and cuda.,15,1,2017-11-07T14:18:07Z,https://github.com/planelles20/vicsek-model-3D
277,CSNet,"This is the test demo for ""Deep networks for compressed image sensing."" (ICME2017) Author: Wuzhen Shi Email: wzhshi@hit.edu.cn",15,5,2018-05-29T03:28:25Z,https://github.com/wzhshi/CSNet
278,libsdf,TSDF library,13,3,2017-10-03T02:40:11Z,https://github.com/Scoobadood/libsdf
279,cuda-tiled-matrix-multiplication,"Optimized Parallel Tiled Approach to perform Matrix Multiplication by taking advantage of the lower latency, higher bandwidth shared memory within GPU thread blocks.",11,1,2017-09-24T08:07:29Z,https://github.com/debowin/cuda-tiled-matrix-multiplication
280,hornet,Hornet data structure for sparse dynamic graphs and matrices,76,30,2019-11-14T17:52:58Z,https://github.com/hornet-gt/hornet
281,cuda-fixnum,Extended-precision modular arithmetic library that targets CUDA.,40,28,2020-03-21T03:06:56Z,https://github.com/data61/cuda-fixnum
282,Convolution-with-sparse-kernel-in-TF,Development a customized op in TensorFlow for convolution with sparse kernel,28,8,2019-06-27T15:25:05Z,https://github.com/Connor323/Convolution-with-sparse-kernel-in-TF
283,BG_Flood,"Numerical model for simulating shallow water hydrodynamics on the GPU using an Adaptive Mesh Refinment type grid. The model was designed with the goal of simulating inundation (River, Storm surge or tsunami). The model uses a Block Uniform Quadtree approach that runs on the GPU but the adaptive/multi-resolution/AMR is being implemented and not yet operational.  The core SWE engine and adaptivity has been inspired and taken from St Venant solver from Basilisk and the CUDA GPU memory model has been inspired by the work from Vacondio _et al._2017)",26,15,2023-12-18T07:38:34Z,https://github.com/CyprienBosserelle/BG_Flood
284,TuringPatterns,C++/CUDA Implementation of the most popular reaction-diffusion dynamics,15,1,2023-11-17T00:23:29Z,https://github.com/pmontalb/TuringPatterns
285,MultiGPU_AdvectionDiffusion,Multi-GPU (CUDA-MPI) baseline implementation of Heat Equation and the inviscid Burgers' equation,12,4,2017-10-17T07:28:55Z,https://github.com/wme7/MultiGPU_AdvectionDiffusion
286,Parallel_NMS,Parallel CUDA implementation of NON maximum Suppression,71,17,2020-09-19T22:16:41Z,https://github.com/jeetkanjani7/Parallel_NMS
287,CudaSHA256,Simple tool to calculate sha256 on GPU using Cuda,60,20,2023-12-23T05:26:46Z,https://github.com/Horkyze/CudaSHA256
288,FFT-cuda,"Fast Fourier Transform implementation, computable on CUDA platform. Seminar project for MI-PRC course at FIT CTU.",31,5,2023-05-03T20:30:46Z,https://github.com/marianhlavac/FFT-cuda
289,Median-Filtering-GPU,High Performance Median Filtering Algorithm Based on NVIDIA GPU Computing,18,5,2017-11-15T02:29:33Z,https://github.com/detel/Median-Filtering-GPU
290,Sparse-Matrix-Vector-Multiplication,SpMV using CUDA,14,6,2018-03-05T04:47:38Z,https://github.com/aneesh297/Sparse-Matrix-Vector-Multiplication
291,Background-Subtraction-on-GPU-with-CUDA-and-OpenCV,"In this code is provided a simple, efficient and fast method to calculate motion and backgroud dynamically using nVidia GPUs power",12,3,2017-11-08T12:05:29Z,https://github.com/GianlucaPaolocci/Background-Subtraction-on-GPU-with-CUDA-and-OpenCV
292,cuda-opencv-examples,Using custom CUDA kernels with Open CV Mat objects.,37,3,2018-08-01T09:27:52Z,https://github.com/evlasblom/cuda-opencv-examples
293,mm-bp-snn,,33,18,2019-01-15T04:19:15Z,https://github.com/jinyyy666/mm-bp-snn
294,Depth_conv-for-mobileNet,Depth_conv for MobileNet,30,5,2020-06-22T13:20:39Z,https://github.com/LamHoCN/Depth_conv-for-mobileNet
295,NIPET,High-throughput PET image reconstruction with high quantitative accuracy and precision,27,7,2023-11-29T23:16:30Z,https://github.com/NiftyPET/NIPET
296,CAMEL,MATLAB code for our ICCV'17 work: CAMEL (Clustering-based Asymmetric MEtric Learning),20,7,2018-12-21T06:11:08Z,https://github.com/KovenYu/CAMEL
297,cmake-cuda-separate-compilation-linking,This example builds on the parallel-forall repo separate compilation example by adding CMake to it.,17,1,2017-11-14T07:39:14Z,https://github.com/kriegalex/cmake-cuda-separate-compilation-linking
298,bitonic-sort,Bitonic Sort for C and CUDA,13,1,2018-09-27T15:15:43Z,https://github.com/nickjillings/bitonic-sort
299,cuda_by_example,The CMake version of cuda_by_example,130,68,2020-07-24T07:45:30Z,https://github.com/Yannnnnnnnnnnn/cuda_by_example
300,CUDAAdvisor,CUDAAdvisor: a GPU profiling tool,42,11,2018-08-24T03:08:49Z,https://github.com/sderek/CUDAAdvisor
301,convolution_kernel,Accelerating CNN's convolution operation on GPUs by using memory-efficient data access patterns.,14,8,2017-12-08T22:42:28Z,https://github.com/yottabytt/convolution_kernel
302,blocksparse,Efficient GPU kernels for block-sparse matrix multiplication and convolution,981,197,2023-06-08T11:01:25Z,https://github.com/openai/blocksparse
303,cuSTARFM,cuSTARFM is a GPU-enabled Spatial and Temporal Adaptive Reflectance Fusion Model (STARFM),64,34,2021-06-01T03:43:16Z,https://github.com/HPSCIL/cuSTARFM
304,cuESTARFM,cuESTARFM is a GPU-enabled enhanced Spatial and Temporal Adaptive Reflectance Fusion Model (ESTARFM),46,24,2022-07-26T07:58:29Z,https://github.com/HPSCIL/cuESTARFM
305,ROIAlign,ROIAlign from Mask-RCNN ,14,6,2018-05-16T08:01:08Z,https://github.com/ZhiyanCui/ROIAlign
306,ROI_Align,ROI_Align ,14,3,2020-03-11T08:17:24Z,https://github.com/a61730607/ROI_Align
307,sporco-cuda,CUDA extension for the SPORCO project,17,6,2021-07-05T16:09:15Z,https://github.com/bwohlberg/sporco-cuda
308,Simulation-of-LPBF-using-CUDA,"In this project, both dynamic and thermal simulation of laser powder bed fusion are implemented using CUDA.",14,3,2019-03-21T15:48:00Z,https://github.com/zhangyaqi1989/Simulation-of-LPBF-using-CUDA
309,CUDA-Winograd,Fast CUDA Kernels for ResNet Inference.,157,48,2019-05-26T02:00:38Z,https://github.com/xuqiantong/CUDA-Winograd
310,ALIGNet,code to train a neural network to align pairs of shapes without needing ground truth warps for supervision,63,16,2019-07-21T18:28:30Z,https://github.com/ranahanocka/ALIGNet
311,sfarl,Simultaneous Fidelity and Regularization Learning for Image Restoration (TPAMI 2019),37,17,2020-03-18T04:44:58Z,https://github.com/csdwren/sfarl
312,SHA256CUDA,,20,25,2023-09-06T23:54:18Z,https://github.com/moffa13/SHA256CUDA
313,CUDA_Freshman,,1546,354,2023-11-14T01:50:47Z,https://github.com/Tony-Tan/CUDA_Freshman
314,KinectFusionLib, Implementation of the KinectFusion approach in modern C++14 and CUDA ,429,78,2021-05-05T20:55:56Z,https://github.com/chrdiller/KinectFusionLib
315,Tigr,Transforming Graphs for Efficient Irregular Graph Processing on GPUs,41,16,2022-11-15T06:20:53Z,https://github.com/AutomataLab/Tigr
316,Makefile_Example_CUDA_CPP_To_Executable,Example Makefile for CUDA and C++ source files in a standard project layout.,36,17,2018-01-19T07:56:21Z,https://github.com/TravisWThompson1/Makefile_Example_CUDA_CPP_To_Executable
317,LEARN,,23,17,2018-06-13T05:34:07Z,https://github.com/maybe198376/LEARN
318,Person_reID_baseline_matconvnet,Matconvnet implement of Person re-identification baseline. We arrived Rank@1=87.74% mAP=69.46% only with softmax loss.,12,3,2018-02-01T05:35:34Z,https://github.com/layumi/Person_reID_baseline_matconvnet
319,Lantern,,164,16,2021-04-20T21:19:38Z,https://github.com/feiwang3311/Lantern
320,BVH-based-Collision-Detection-Scheme,General broad-phase collision detection framework using BVH and BVTT front tracking.,61,16,2023-07-31T10:18:35Z,https://github.com/littlemine/BVH-based-Collision-Detection-Scheme
321,cuda,An implementation of parallel exclusive scan in CUDA,46,19,2018-02-23T15:09:16Z,https://github.com/mattdean1/cuda
322,cytonMt,CytonMT: an Efficient Neural Machine Translation Open-source Toolkit Implemented in C++,21,6,2018-10-28T11:29:21Z,https://github.com/arthurxlw/cytonMt
323,Saliency-guided-Faster-R-CNN_ACMMM2017,"Source code of our ACM MM 2017 paper ""Fine-grained Discriminative Localization via Saliency-guided Faster R-CNN""",16,7,2019-01-21T14:37:49Z,https://github.com/PKU-ICST-MIPL/Saliency-guided-Faster-R-CNN_ACMMM2017
324,CCN,Sample pytorch implementation of Covariant Compositional Networks,13,1,2018-02-17T18:29:20Z,https://github.com/horacepan/CCN
325,Fat-Clouds,GPU Fluid Simulation with Volumetric Rendering ,97,9,2018-03-31T17:08:52Z,https://github.com/PWhiddy/Fat-Clouds
326,CUDAClionStarterProject,"CUDA CLion starter project template, with simple vector addition code.",23,7,2018-06-20T09:26:09Z,https://github.com/repalash/CUDAClionStarterProject
327,Parallel-DFS,CUDA implementation of parallel Depth First Search (DFS) algorithm and it's comparison with a serial C++ DFS implementation.,22,6,2018-06-28T19:16:06Z,https://github.com/divyanshu-talwar/Parallel-DFS
328,prbvh,,15,4,2018-02-19T08:09:55Z,https://github.com/meistdan/prbvh
329,cuFHE,CUDA-accelerated Fully Homomorphic Encryption Library,176,56,2021-07-07T14:50:29Z,https://github.com/vernamlab/cuFHE
330,Lux,A Distributed Multi-GPU System for Fast Graph Processing,62,8,2018-10-25T20:16:07Z,https://github.com/LuxGraph/Lux
331,cuda_word_split,"This project is an old code for Chinese words split. It is written by CUDA at 2010, so it could not run well directly under you platform without an GPU card. ",30,3,2018-03-13T07:46:01Z,https://github.com/sebarzi/cuda_word_split
332,OCT-MPS,Massively Parallel Simulator of Optical Coherence Tomography (OCT-MPS),23,7,2018-03-18T15:37:52Z,https://github.com/SiavashMT/OCT-MPS
333,CryptoGPU,Cryptocurrency prices analysis,16,3,2022-12-06T16:55:26Z,https://github.com/dezmou/CryptoGPU
334,PairLoss,Demo Code for paper 'When Deep Learning Meets Metric Learning: Remote Sensing Image Scene Classification via Learning Discriminative CNNs (TGRS)',14,2,2018-03-19T12:31:02Z,https://github.com/limbo0000/PairLoss
335,tsne-cuda,GPU Accelerated t-SNE for CUDA with Python bindings,1657,121,2023-09-13T20:22:05Z,https://github.com/CannyLab/tsne-cuda
336,nv-wavenet,Reference implementation of real-time autoregressive wavenet inference,731,126,2021-01-19T15:09:25Z,https://github.com/NVIDIA/nv-wavenet
337,warp-ctc,PyTorch bindings for Warp-CTC,43,12,2019-12-06T11:03:21Z,https://github.com/t-vi/warp-ctc
338,link_cuda_kernel,"HowTo: Compile CUDA with nvcc, and link to Rust",36,5,2018-06-22T06:38:12Z,https://github.com/termoshtt/link_cuda_kernel
339,MSWNNM,Multi-Scale Weighted Nuclear Norm Image Restoration,23,17,2018-06-15T08:45:45Z,https://github.com/noamyairTC/MSWNNM
340,BPSAR-GPU,The Backprojection (Beam Formation) Imaging Algorithm for Synthetic Aperture Radar,15,6,2018-03-30T02:31:11Z,https://github.com/heTiHoUDAi/BPSAR-GPU
341,deep-painterly-harmonization,"Code and data for paper ""Deep Painterly Harmonization"": https://arxiv.org/abs/1804.03189",6097,638,2021-08-02T02:46:03Z,https://github.com/luanfujun/deep-painterly-harmonization
342,dpp,Detail-Preserving Pooling in Deep Networks (CVPR 2018),114,23,2018-11-14T13:19:49Z,https://github.com/visinf/dpp
343,cytonRL,"reinforcement learning, deep Q-network, double DQN, dueling DQN, prioritized experience replay",29,6,2018-05-22T21:05:27Z,https://github.com/arthurxlw/cytonRL
344,gpma_demo,Source code for the paper: Accelerating Dynamic Graph Analytics on GPUs,20,9,2023-06-19T03:37:44Z,https://github.com/desert0616/gpma_demo
345,ndt_gpu,,20,10,2018-04-08T12:38:42Z,https://github.com/einsnull/ndt_gpu
346,cuSTNLFFM,cuSTNLFFM is a GPU-enabled Spatial and Temporal Non-Local Filter-based Fusion Model (STNLFFM),19,9,2021-06-01T03:41:22Z,https://github.com/HPSCIL/cuSTNLFFM
347,CUDA-QR,A new QR decomposition algorithm implemented in CUDA,15,3,2018-05-03T19:59:48Z,https://github.com/brian-kelley/CUDA-QR
348,2d-Convolution-CUDA,This is a simple 2d convolution written in cuda c which uses shared memory for better performance,14,9,2018-04-12T13:18:19Z,https://github.com/krunal1313/2d-Convolution-CUDA
349,learn-gpgpu,Algorithms implemented in CUDA + resources about GPGPU ,46,14,2022-01-18T09:14:44Z,https://github.com/rbaygildin/learn-gpgpu
350,instaGRAAL,"Large genome reassembly based on Hi-C data, continuation of GRAAL",35,9,2023-01-27T16:57:50Z,https://github.com/koszullab/instaGRAAL
351,df-nvshmem-prototype,"Prototype of OpenSHMEM for NVIDIA GPUs, developed as part of DoE Design Forward ",20,6,2018-04-26T22:19:52Z,https://github.com/NVIDIA/df-nvshmem-prototype
352,multi-gpu-programming-models,Examples demonstrating available options to program multiple GPUs in a single node or a cluster,417,95,2022-10-17T12:24:24Z,https://github.com/NVIDIA/multi-gpu-programming-models
353,open_quadtree_mapping,"This is a monocular dense mapping system corresponding to IROS 2018 ""Quadtree-accelerated Real-time Monocular Dense Mapping""",343,87,2018-10-16T03:52:29Z,https://github.com/HKUST-Aerial-Robotics/open_quadtree_mapping
354,Titan,A high-performance CUDA-based physics simulation sandbox for soft robotics and reinforcement learning.,92,22,2020-09-18T22:51:57Z,https://github.com/jacobaustin123/Titan
355,cuRE,,82,16,2018-10-04T21:56:14Z,https://github.com/GPUPeople/cuRE
356,SGEMM-Implementation-and-Optimization,:pencil: Some source code about matrix multiplication implementation on CUDA,33,9,2018-09-12T13:39:43Z,https://github.com/Huanghongru/SGEMM-Implementation-and-Optimization
357,UDNet,,25,15,2018-05-04T08:30:14Z,https://github.com/cig-skoltech/UDNet
358,NLNet,,15,9,2018-05-04T08:30:55Z,https://github.com/cig-skoltech/NLNet
